"simple_sku","product_name","sale_price","discounted_price","discounted_percentage","currency","Category1","Category2","Category3","picture_url","image_url_2","image_url_3","image_url_4","image_url_5","tracking_link","brand","app_tracking_link","productdiscription","Category1TH","Category2TH","Category3TH","Category4TH","Keyword","detailHtml"
"1S471ELBXJJ8ANTH-3013226","1st Cyber Crystal Clear Hard Case Cover For MacBook Air 11 inch(Clear)","1990.00","449.00","0","6","Computers & Laptops","Computer Accessories","Mac Accessories","https://th-live-03.slatic.net/p/2/1st-cyber-crystal-clear-hard-case-cover-for-macbook-air-11-inchclear-1452529068-0641132-1-zoom.jpg","https://th-live-01.slatic.net/p/2/1st-cyber-crystal-clear-hard-case-cover-for-macbook-air-11-inchclear-1452529068-0641132-2-zoom.jpg","","","","http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2F1st-cyber-crystal-clear-hard-case-cover-for-macbook-air-11-inchclear-2311460.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=","1st Cyber","http://ho.lazada.co.th/SHHWUy?sku=1S471ELBXJJ8ANTH-3013226&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252F1st-cyber-crystal-clear-hard-case-cover-for-macbook-air-11-inchclear-2311460.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D%26source%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=","1st Cyber Crystal Clear Hard Case Cover For MacBook Air 11 inch (Clear) 1st Cyber Crystal Clear Hard Case Cover For MacBook Air 11 inch (Clear) คุณสมบัติ เคสพลาสติกแข็ง ไม่เจาะโลโก้แอปเปิ้ล แบบเงา เคสสีพิเศษ สีสวยไม่เหมือนใคร ปกป้องเครื่องจากรอยขีดข่วน เปลี่ยนเครื่อง macbook ตัวโปรด ให้เป็นเครื่องสไสต์คุณ ทำให้เครื่องไม่เป็นรอยขีดข่วน ไม่กินเครื่อง ฝาล่างมีรูระบายอากาศได้ ไม่ทำให้เครื่องร้อน - เคสแข็งเคลือบผิวแบบเงา - ดูหรูหรา มีระดับไปอีกขั้น - บ่งบอกความมีสไตล์ - ปกป้องเครื่องได้ดีจากการกระแทก และรอยขูดขีด - เคสถูกออกแบบให้มีขนาดเฉพาะเจาะจงกับเครื่องแต่ละรุ่นสามารถล็อคตัวเครื่องได้พอดี - สามารถเสียบพอร์ตต่างๆ หรือสายชาร์ตได้ง่าย โดยไม่ต้องถอดเคสออก Size Compatible Device Model 11-inch MacBook Air [A1465] [A1370] (Early 2014) MD711LL/B* A1465 (EMC 2631) (Mid 2013) MD711LL/A* A1465 (EMC 2631) (Mid 2012) MD223LL/A* A1465 (EMC 2558) (Mid 2011) MC968LL/A* A1370 (EMC 2471) (Late 2010) MC505LL/A* A1370 (EMC 2393)","คอมพิวเตอร์ & แล็ปท็อป","อุปกรณ์คอมพิวเตอร์","อุปกรณ์สำหรับเครื่อง Mac","เคสแบบแข็งสำหรับเครื่อง Mac","1st Cyber Crystal Clear Hard Case Cover For MacBook Air 11 inch (Clear), คอมพิวเตอร์ & แล็ปท็อป, เคสแบบแข็งสำหรับเครื่อง Mac","รายละเอียดของสินค้า 1st Cyber Crystal Clear Hard Case Cover For MacBook Air 11 inch (Clear)                                        <b>1st Cyber Crystal Clear Hard Case Cover For MacBook Air 11 inch (Clear)</b><br> <br> <b>คุณสมบัติ</b><br> <br> <b>เคสพลาสติกแข็ง ไม่เจาะโลโก้แอปเปิ้ล แบบเงา</b><br> เคสสีพิเศษ สีสวยไม่เหมือนใคร ปกป้องเครื่องจากรอยขีดข่วน เปลี่ยนเครื่อง macbook ตัวโปรด ให้เป็นเครื่องสไสต์คุณ ทำให้เครื่องไม่เป็นรอยขีดข่วน ไม่กินเครื่อง ฝาล่างมีรูระบายอากาศได้ ไม่ทำให้เครื่องร้อน<br> <br> - เคสแข็งเคลือบผิวแบบเงา<br> - ดูหรูหรา มีระดับไปอีกขั้น<br> - บ่งบอกความมีสไตล์<br> - ปกป้องเครื่องได้ดีจากการกระแทก และรอยขูดขีด<br> - เคสถูกออกแบบให้มีขนาดเฉพาะเจาะจงกับเครื่องแต่ละรุ่นสามารถล็อคตัวเครื่องได้พอดี<br> - สามารถเสียบพอร์ตต่างๆ หรือสายชาร์ตได้ง่าย โดยไม่ต้องถอดเคสออก<br> <br> <b>Size<br> Compatible Device Model</b><br> 11-inch MacBook Air [A1465] [A1370]<br> (Early 2014) MD711LL/B* A1465 (EMC 2631)<br> (Mid 2013) MD711LL/A* A1465 (EMC 2631)<br> (Mid 2012) MD223LL/A* A1465 (EMC 2558)<br> (Mid 2011) MC968LL/A* A1370 (EMC 2471)<br> (Late 2010) MC505LL/A* A1370 (EMC 2393)<br>"
"1S471ELBXJMFANTH-3013353","1st Cyber Crystal Clear Hard Case Cover For MacBook Pro 15.4 inch(Tiffany Blue)","1790.00","449.00","0","6","Computers & Laptops","Computer Accessories","Mac Accessories","https://th-live-03.slatic.net/p/2/1st-cyber-crystal-clear-hard-case-cover-for-macbook-pro-154-inchtiffany-blue-1447724137-5751132-1-zoom.jpg","https://th-live-03.slatic.net/p/2/1st-cyber-crystal-clear-hard-case-cover-for-macbook-pro-154-inchtiffany-blue-1447724137-5751132-2-zoom.jpg","https://th-live-01.slatic.net/p/2/1st-cyber-crystal-clear-hard-case-cover-for-macbook-pro-154-inchtiffany-blue-1447724137-5751132-3-zoom.jpg","https://th-live-01.slatic.net/p/2/1st-cyber-crystal-clear-hard-case-cover-for-macbook-pro-154-inchtiffany-blue-1447724137-5751132-4-zoom.jpg","","http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2F1st-cyber-crystal-clear-hard-case-cover-for-macbook-pro-154-inchtiffany-blue-2311575.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=","1st Cyber","http://ho.lazada.co.th/SHHWUy?sku=1S471ELBXJMFANTH-3013353&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252F1st-cyber-crystal-clear-hard-case-cover-for-macbook-pro-154-inchtiffany-blue-2311575.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D%26source%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=","1st Cyber Crystal Clear Hard Case Cover For MacBook Pro 15.4 inch (Tiffany Blue) 1st Cyber Crystal Clear Hard Case Cover For MacBook Pro 15.4 inch (Tiffany Blue) คุณสมบัติ เคสพลาสติกแข็ง ไม่เจาะโลโก้แอปเปิ้ล แบบเงา เคสสีพิเศษ สีสวยไม่เหมือนใคร ปกป้องเครื่องจากรอยขีดข่วน เปลี่ยนเครื่อง macbook ตัวโปรด ให้เป็นเครื่องสไสต์คุณ ทำให้เครื่องไม่เป็นรอยขีดข่วน ไม่กินเครื่อง ฝาล่างมีรูระบายอากาศได้ ไม่ทำให้เครื่องร้อน - เคสแข็งเคลือบผิวแบบเงา - ดูหรูหรา มีระดับไปอีกขั้น - บ่งบอกความมีสไตล์ - ปกป้องเครื่องได้ดีจากการกระแทก และรอยขูดขีด- เคสถูกออกแบบให้มีขนาดเฉพาะเจาะจงกับเครื่องแต่ละรุ่นสามารถล็อคตัวเครื่องได้พอดี - สามารถเสียบพอร์ตต่างๆ หรือสายชาร์ตได้ง่าย โดยไม่ต้องถอดเคสออก Size Compatible Device Model 15.4 inch MacBook Pro [A1286] (Mid 2012) MD103LL/A MD104LL/A A1286 (EMC 2556*) (Late 2011) MD322LL/A MD318LL/A A1286 (EMC 2563*) ( Early 2011) MC723LL/A MC721LL/A A1286 (EMC 2353-1*) (Mid 2010) MC373LL/A MC372LL/A MC371LL/A A1286 (EMC 2353*) (Mid 2009) MB986LL/A MB985LL/A A1286 (EMC 2325*) (2.53GHz Mid 2009) MC118LL/A A1286 (EMC 2324*) (Late 2008) MB471LL/A MB470LL/A MC026LL/A A1286 (EMC 2255)","คอมพิวเตอร์ & แล็ปท็อป","อุปกรณ์คอมพิวเตอร์","อุปกรณ์สำหรับเครื่อง Mac","เคสแบบแข็งสำหรับเครื่อง Mac","1st Cyber Crystal Clear Hard Case Cover For MacBook Pro 15.4 inch (Tiffany Blue), คอมพิวเตอร์ & แล็ปท็อป, เคสแบบแข็งสำหรับเครื่อง Mac","รายละเอียดของสินค้า 1st Cyber Crystal Clear Hard Case Cover For MacBook Pro 15.4 inch (Tiffany Blue)                                        <b>1st Cyber Crystal Clear Hard Case Cover For MacBook Pro 15.4 inch (Tiffany Blue)</b><br> <br> <b>คุณสมบัติ</b><br> <br> <b>เคสพลาสติกแข็ง ไม่เจาะโลโก้แอปเปิ้ล แบบเงา</b><br> เคสสีพิเศษ สีสวยไม่เหมือนใคร ปกป้องเครื่องจากรอยขีดข่วน เปลี่ยนเครื่อง macbook ตัวโปรด ให้เป็นเครื่องสไสต์คุณ ทำให้เครื่องไม่เป็นรอยขีดข่วน ไม่กินเครื่อง ฝาล่างมีรูระบายอากาศได้ ไม่ทำให้เครื่องร้อน<br> - เคสแข็งเคลือบผิวแบบเงา<br> - ดูหรูหรา มีระดับไปอีกขั้น<br> - บ่งบอกความมีสไตล์<br> - ปกป้องเครื่องได้ดีจากการกระแทก และรอยขูดขีด- เคสถูกออกแบบให้มีขนาดเฉพาะเจาะจงกับเครื่องแต่ละรุ่นสามารถล็อคตัวเครื่องได้พอดี<br> - สามารถเสียบพอร์ตต่างๆ หรือสายชาร์ตได้ง่าย โดยไม่ต้องถอดเคสออก<br> <br> <b>Size<br> Compatible Device Model</b><br> <b><br> 15.4 inch MacBook Pro</b> [A1286]<br> (Mid 2012) MD103LL/A MD104LL/A A1286 (EMC 2556*)<br> (Late 2011) MD322LL/A MD318LL/A A1286 (EMC 2563*)<br> ( Early 2011) MC723LL/A MC721LL/A A1286 (EMC 2353-1*)<br> (Mid 2010) MC373LL/A MC372LL/A MC371LL/A A1286 (EMC 2353*)<br> (Mid 2009) MB986LL/A MB985LL/A A1286 (EMC 2325*)<br> (2.53GHz, Mid 2009) MC118LL/A A1286 (EMC 2324*)<br> (Late 2008) MB471LL/A MB470LL/A MC026LL/A A1286 (EMC 2255)<br> <br>"
"3M003ELAADQA1WANTH-27788635","Thai Keyboard Sticker 3M สติกเกอร์ คีย์บอร์ดภาษาไทย รุ่น MST-001Black (สีดำ)ซื้อ 1 แถม 1 มูลด่า 159 บาท-","399.00","89.00","0","6","Computers & Laptops","Computer Accessories","Mac Accessories","https://th-live-02.slatic.net/p/2/thai-keyboard-sticker-3m-mst-001black-1-1-159-1496588503-29016032-9118e5c0535dab45ec5f2f613731377d-zoom.jpg","https://th-live-02.slatic.net/p/2/thai-keyboard-sticker-3m-mst-001black-1-1-159-1496588503-29016032-0f36c7bc4b11bbebd5f145b2aaa49e72-zoom.jpg","https://th-live-02.slatic.net/p/2/thai-keyboard-sticker-3m-mst-001black-1-1-159-1496588503-29016032-ceac10d8250161a6eca8a84324cfc48e-zoom.jpg","https://th-live-02.slatic.net/p/2/thai-keyboard-sticker-3m-mst-001black-1-1-159-1496588503-29016032-73e042f15d631e5826c3d7ab764baf81-zoom.jpg","https://th-live-03.slatic.net/p/2/thai-keyboard-sticker-3m-mst-001black-1-1-159-1496588503-29016032-ca8cf2aef71de9101109d97e748033ec-zoom.jpg","http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fthai-keyboard-sticker-3m-mst-001black-1-1-159-23061092.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=","3M","http://ho.lazada.co.th/SHHWUy?sku=3M003ELAADQA1WANTH-27788635&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fthai-keyboard-sticker-3m-mst-001black-1-1-159-23061092.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D%26source%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=","Thai Keyboard Sticker 3M สติกเกอร์ คีย์บอร์ดภาษาไทย รุ่น MST-001 Black (สีดำ)ซื้อ 1 แถม 1 มูลด่า 159 บาท- Sticker Keyboard Thai / English แบบ3M สติกเกอร์ ภาษาไทย-อังกฤษสำหรับติดคีย์บอร์ด ( Black) ใช้สำหรับติดบนคีย์บอร์ดแทนตัวอักษรเดิมที่ หลุดลอก หรือติดเพื่อเปลี่ยนแป้นอักษรให้เป็น แบบไทย-อังกฤษ &nbsp; ขนาดแผ่น sticker 22.5 * 8 cm ขนาดของแต่ละดวง คือ 1.2 * 1.0 cm","คอมพิวเตอร์ & แล็ปท็อป","อุปกรณ์คอมพิวเตอร์","อุปกรณ์สำหรับเครื่อง Mac","สติกเกอร์ติดบนตัวเครื่อง","Thai Keyboard Sticker 3M สติกเกอร์ คีย์บอร์ดภาษาไทย รุ่น MST-001 Black (สีดำ)ซื้อ 1 แถม 1 มูลด่า 159 บาท-, คอมพิวเตอร์ & แล็ปท็อป, สติกเกอร์ติดบนตัวเครื่อง","รายละเอียดของสินค้า Thai Keyboard Sticker 3M สติกเกอร์ คีย์บอร์ดภาษาไทย รุ่น MST-001 Black (สีดำ)ซื้อ 1 แถม 1 มูลด่า 159 บาท-                                        Sticker Keyboard Thai / English แบบ3M สติกเกอร์ ภาษาไทย-อังกฤษสำหรับติดคีย์บอร์ด ( Black) <p>ใช้สำหรับติดบนคีย์บอร์ดแทนตัวอักษรเดิมที่ หลุดลอก หรือติดเพื่อเปลี่ยนแป้นอักษรให้เป็น แบบไทย-อังกฤษ<br> &nbsp;</p>  ขนาดแผ่น sticker 22.5 * 8 cm ขนาดของแต่ละดวง คือ 1.2 * 1.0 cm"
"AL429ELAA62OU3ANTH-13023926","Alizs - กระเป๋าใส่โน้ตบุ๊ค Merry Jinny","249.00","149.00","0","6","Computers & Laptops","Computer Accessories","Mac Accessories","https://th-live-02.slatic.net/p/2/alizs-merry-jinny-1480062441-59130201-69d948bfa72c20ae854214db7e9d2c57-zoom.jpg","https://th-live-03.slatic.net/p/2/alizs-merry-jinny-1480062441-59130201-aa7e532e2c1881ed88398caf3c286ead-zoom.jpg","https://th-live-02.slatic.net/p/2/alizs-merry-jinny-1480062441-59130201-f73f2a9732d0b31b7d988eb469f83887-zoom.jpg","https://th-live-03.slatic.net/p/2/alizs-merry-jinny-1480062441-59130201-e16e0e63a704780611ed3d4de1eaca4d-zoom.jpg","https://th-live-03.slatic.net/p/2/alizs-merry-jinny-1480062441-59130201-a7149519e0d0c11e3d869452cdb827a9-zoom.jpg","http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Falizs-merry-jinny-10203195.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=","Alizs","http://ho.lazada.co.th/SHHWUy?sku=AL429ELAA62OU3ANTH-13023926&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Falizs-merry-jinny-10203195.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D%26source%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=","Alizs - กระเป๋าใส่โน้ตบุ๊ค Merry Jinny สำหรับใส่ Notebook ขนาด14.6"" ผลิตจากวัสดุคุณภาพดี ด้านในซับด้วยผ้าอย่างดี กันรอยขีดข่วน ลายการ์ตูนสวยงาม ใช้งานได้ทุกโอกาส เหมาะกับทุเพศทุกวัย ขนาด 38x28x2 cm น้ำหนักเบาเพียง 0.12 กก","คอมพิวเตอร์ & แล็ปท็อป","อุปกรณ์คอมพิวเตอร์","อุปกรณ์สำหรับเครื่อง Mac","เคสแบบแข็งสำหรับเครื่อง Mac","Alizs - กระเป๋าใส่โน้ตบุ๊ค Merry Jinny, คอมพิวเตอร์ & แล็ปท็อป, เคสแบบแข็งสำหรับเครื่อง Mac","รายละเอียดของสินค้า Alizs - กระเป๋าใส่โน้ตบุ๊ค Merry Jinny                                         สำหรับใส่ Notebook ขนาด14.6" ผลิตจากวัสดุคุณภาพดี ด้านในซับด้วยผ้าอย่างดี กันรอยขีดข่วน ลายการ์ตูนสวยงาม ใช้งานได้ทุกโอกาส เหมาะกับทุเพศทุกวัย ขนาด 38x28x2 cm น้ำหนักเบาเพียง 0.12 กก"
"AN264ELAALWVJJANTH-44233835","Type-C HUB USB 3.1 to 4-Port USB3.0 USB2.0 Type-C Adapter 5G forMacbook (Silver) - intl","972.00","389.00","0","6","Computers & Laptops","Computer Accessories","Mac Accessories","https://th-live-03.slatic.net/p/2/type-c-hub-usb-31-to-4-port-usb30-usb20-type-c-adapter-5g-formacbook-silver-intl-1501583742-70850863-7ce530d19b4fa472ecff22c1eaca9661-zoom.jpg","https://th-live-02.slatic.net/p/2/type-c-hub-usb-31-to-4-port-usb30-usb20-type-c-adapter-5g-formacbook-silver-intl-1501583742-70850863-f8ef10a28f7c18c8c8204e4a49d52a28-zoom.jpg","https://th-live-01.slatic.net/p/2/type-c-hub-usb-31-to-4-port-usb30-usb20-type-c-adapter-5g-formacbook-silver-intl-1501583742-70850863-4ac86ea1f73846cc74b873e4a4b538bb-zoom.jpg","https://th-live-02.slatic.net/p/2/type-c-hub-usb-31-to-4-port-usb30-usb20-type-c-adapter-5g-formacbook-silver-intl-1501583742-70850863-b238bbd91f9cf1051adcc9efa69c6ed2-zoom.jpg","https://th-live-03.slatic.net/p/2/type-c-hub-usb-31-to-4-port-usb30-usb20-type-c-adapter-5g-formacbook-silver-intl-1501583742-70850863-2884762fad349347f312519c996cb9ba-zoom.jpg","http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Ftype-c-hub-usb-31-to-4-port-usb30-usb20-type-c-adapter-5g-formacbook-silver-intl-36805807.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=","any4you","http://ho.lazada.co.th/SHHWUy?sku=AN264ELAALWVJJANTH-44233835&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Ftype-c-hub-usb-31-to-4-port-usb30-usb20-type-c-adapter-5g-formacbook-silver-intl-36805807.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D%26source%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=","Type-C HUB USB 3.1 to 4-Port USB3.0 USB2.0 Type-C Adapter 5G for Macbook (Silver) - intl Features: Support USB Hub with USB 3.1 Gen 1 protocol the speed for data transmission is 5GBps Suitable for devices with Type C interface to transmit data communicate and charge Expand 4 interfaces to fit for more digital devices Stable Data Syncing and Charging Fully compatible with all devices with USB 2.0 and USB 1.1 No drivers needed plug and play all ports support hot plugging Specification: Material: Aluminium Alloy Color: Silver Length:170 mm Port Number: 4 (1 *Type C 3 * USB) Input: DC 5V 5A(MAX) Output: DC 5V 0.9A (MAX) x 4 USB Protocol: Compatible With USB 3.1 Gen 1 And Lower Protocol","คอมพิวเตอร์ & แล็ปท็อป","อุปกรณ์คอมพิวเตอร์","อุปกรณ์สำหรับเครื่อง Mac","อะแดปเตอร์ชาร์จไฟสำหรับเครื่อง Mac","Type-C HUB USB 3.1 to 4-Port USB3.0 USB2.0 Type-C Adapter 5G for Macbook (Silver) - intl, คอมพิวเตอร์ & แล็ปท็อป, อะแดปเตอร์ชาร์จไฟสำหรับเครื่อง Mac","รายละเอียดของสินค้า Type-C HUB USB 3.1 to 4-Port USB3.0 USB2.0 Type-C Adapter 5G for Macbook (Silver) - intl                                        <strong>Features:</strong><br> Support USB Hub with USB 3.1 Gen 1 protocol the speed for data transmission is 5GBps<br> Suitable for devices with Type C interface to transmit data, communicate and charge<br> Expand 4 interfaces to fit for more digital devices<br> Stable Data Syncing and Charging<br> Fully compatible with all devices with USB 2.0 and USB 1.1<br> No drivers needed, plug and play, all ports support hot plugging<br> <br> <strong>Specification:</strong><br> Material: Aluminium Alloy<br> Color: Silver<br> Length:170 mm<br> Port Number: 4 (1 *Type C, 3 * USB)<br> Input: DC 5V 5A(MAX)<br> Output: DC 5V 0.9A (MAX) x 4<br> USB Protocol: Compatible With USB 3.1 Gen 1 And Lower Protocol<br>  <p><img src= "https://th-live.slatic.net/v2/resize/products/S-100012035-436c393d03a011da3590d60cc887a7b4.jpg" width="798px"><img  data-original= "https://th-live.slatic.net/v2/resize/products/S-100012035-436c393d03a011da3590d60cc887a7b4.jpg" width="798px"></p> <p><img src= "https://th-live.slatic.net/v2/resize/products/S-100012035-e1d6a41485f16bd51e1f466e41ccd6bd.jpg" width="798px"><img  data-original= "https://th-live.slatic.net/v2/resize/products/S-100012035-e1d6a41485f16bd51e1f466e41ccd6bd.jpg" width="798px"></p> <p><img src= "https://th-live.slatic.net/v2/resize/products/S-100012035-b653ab848dc9a543fc0ff9450b2c66b5.jpg" width="798px"><img  data-original= "https://th-live.slatic.net/v2/resize/products/S-100012035-b653ab848dc9a543fc0ff9450b2c66b5.jpg" width="798px"></p> <p><img src= "https://th-live.slatic.net/v2/resize/products/S-100012035-a30d6bd87425bc1deff8057602ee487d.jpg" width="798px"><img  data-original= "https://th-live.slatic.net/v2/resize/products/S-100012035-a30d6bd87425bc1deff8057602ee487d.jpg" width="798px"></p> <p><img src= "https://th-live.slatic.net/v2/resize/products/S-100012035-8e58e6854e007e5037fd04379e169896.jpg" width="798px"><img  data-original= "https://th-live.slatic.net/v2/resize/products/S-100012035-8e58e6854e007e5037fd04379e169896.jpg" width="798px"></p> <p><img src= "https://th-live.slatic.net/v2/resize/products/S-100012035-483586b16be15d618320dea054cd43bf.jpg" width="798px"><img  data-original= "https://th-live.slatic.net/v2/resize/products/S-100012035-483586b16be15d618320dea054cd43bf.jpg" width="798px"></p>"
